species	env	lfc	se	q_value	lower	upper	abn
Glaesserella parasuis	subgingival_plaque	1.4280711742615018	1.0851702738177322	0.34720892778899504	0.34290090044376953	2.513241448079234	subgingival_plaque
Glaesserella parasuis	supragingival_plaque	3.8891233194319956	0.6751427397508125	3.9557384070541484e-8	3.2139805796811833	4.564266059182808	supragingival_plaque
Glaesserella sp. 15-184	modern_calculus	-1.1640438763807193	1.187086309265213	0.48875350207741103	-2.3511301856459323	0.023042432884493813	model_calculus
Glaesserella sp. 15-184	subgingival_plaque	0.9708064137699889	0.8785000936661957	0.43717222797173116	0.09230632010379314	1.8493065074361845	subgingival_plaque
Glaesserella sp. 15-184	supragingival_plaque	2.9373994271063615	0.7936438080269923	6.654187440039396e-4	2.143755619079369	3.731043235133354	supragingival_plaque
Actinobacillus equuli	modern_calculus	-0.5681749976257988	1.1526105738303958	0.7384132180781655	-1.7207855714561946	0.584435576204597	model_calculus
Actinobacillus equuli	subgingival_plaque	0.8385861936722944	0.8207420644035258	0.48130139701706404	0.01784412926876855	1.6593282580758202	subgingival_plaque
Actinobacillus equuli	supragingival_plaque	-0.10982753063292813	0.2388435363853629	0.6744433098611742	-0.34867106701829104	0.12901600575243477	model_calculus
Aggregatibacter actinomycetemcomitans	modern_calculus	5.649035886478924	0.7234191697341003	5.091164703264498e-14	4.925616716744823	6.372455056213024	modern_calculus
Aggregatibacter actinomycetemcomitans	subgingival_plaque	5.452256443907269	0.5279633897805953	1.2461045900914653e-23	4.924293054126674	5.9802198336878645	subgingival_plaque
Aggregatibacter actinomycetemcomitans	supragingival_plaque	7.278671310989726	0.34892618505993805	4.4008439913938804e-95	6.929745125929788	7.627597496049663	supragingival_plaque
Aggregatibacter aphrophilus	modern_calculus	7.8017914291053145	1.0619988101812274	1.571933813768268e-12	6.739792618924087	8.863790239286542	modern_calculus
Aggregatibacter aphrophilus	subgingival_plaque	7.927833402432378	0.7624506241701934	6.1507353401179074e-24	7.165382778262185	8.690284026602571	subgingival_plaque
Aggregatibacter aphrophilus	supragingival_plaque	8.996040006309386	0.6120256300024703	1.3500950424258459e-47	8.384014376306915	9.608065636311856	supragingival_plaque
Histophilus somni	modern_calculus	-1.0968722712593626	1.1084515324030668	0.484301751477155	-2.2053238036624294	0.011579261143704223	model_calculus
Histophilus somni	subgingival_plaque	-0.05380919034110976	1.1730682098718508	0.9734490479703578	-1.2268774002129605	1.119259019530741	model_calculus
Histophilus somni	supragingival_plaque	0.3461846340481153	0.9600148594199732	0.7379589137976076	-0.6138302253718579	1.3061994934680885	supragingival_plaque
Burkholderia gladioli	modern_calculus	2.3709082873449434	0.6818709015334556	0.0015968707691233163	1.6890373858114878	3.0527791888783993	modern_calculus
Burkholderia gladioli	subgingival_plaque	1.4675585525367643	0.7843397104220291	0.1293361381350896	0.6832188421147352	2.251898262958793	subgingival_plaque
Burkholderia gladioli	supragingival_plaque	0.8841929829142008	0.574108199273841	0.18681147414602153	0.31008478364035974	1.4583011821880418	supragingival_plaque
Cupriavidus necator	modern_calculus	1.6394672458384552	0.7045886236437057	0.04461211443522403	0.9348786221947495	2.344055869482161	modern_calculus
Cupriavidus necator	subgingival_plaque	0.8371857260420911	0.7885226874042731	0.46179279333747286	0.04866303863781796	1.6257084134463642	subgingival_plaque
Cupriavidus necator	supragingival_plaque	0.31358311982679743	0.5040566246146556	0.6473097740635226	-0.19047350478785818	0.817639744441453	supragingival_plaque
Cupriavidus campinensis	modern_calculus	0.3926835878034476	0.6099205201489408	0.6533356471004222	-0.21723693234549324	1.0026041079523884	modern_calculus
Cupriavidus campinensis	subgingival_plaque	0.558868438883375	0.6529928987054985	0.5749897689337011	-0.09412445982212347	1.2118613375888736	subgingival_plaque
Cupriavidus campinensis	supragingival_plaque	-0.10982753063292795	0.23884353638536296	0.6744433098611742	-0.3486710670182909	0.129016005752435	model_calculus
Cupriavidus basilensis	modern_calculus	1.1666894637075118	0.7165278988029147	0.1946172468263992	0.45016156490459713	1.8832173625104265	modern_calculus
Cupriavidus basilensis	subgingival_plaque	0.8128171812992854	0.7780297743269226	0.4687411037121617	0.03478740697236282	1.590846955626208	subgingival_plaque
Cupriavidus basilensis	supragingival_plaque	1.2647492813578909	0.6455874425067197	0.08526623274926148	0.6191618388511712	1.9103367238646105	supragingival_plaque
Cupriavidus metallidurans	modern_calculus	-0.8594028309327084	0.7923409836635699	0.4245796940675676	-1.6517438145962782	-0.06706184726913855	model_calculus
Cupriavidus metallidurans	subgingival_plaque	0.14526980746142015	0.6446789592111286	0.8912406498252569	-0.49940915174970846	0.7899487666725488	subgingival_plaque
Cupriavidus metallidurans	supragingival_plaque	-0.10982753063292795	0.23884353638536326	0.6744433098611742	-0.3486710670182912	0.12901600575243533	model_calculus
Pandoraea thiooxydans	modern_calculus	-0.2481654312667776	0.8196777308538856	0.8231860697304129	-1.0678431621206632	0.571512299587108	model_calculus
Pandoraea thiooxydans	subgingival_plaque	0.2446022598449923	0.7050278559202696	0.8338261352449279	-0.46042559607527733	0.9496301157652619	subgingival_plaque
Pandoraea thiooxydans	supragingival_plaque	-0.10982753063292777	0.23884353638536301	0.6744433098611742	-0.34867106701829076	0.12901600575243524	model_calculus
Pandoraea sp. XY-2	modern_calculus	-2.09616386333104	0.9335182722144528	0.05453953823405335	-3.0296821355454933	-1.1626455911165874	model_calculus
Pandoraea sp. XY-2	subgingival_plaque	-0.5648424090959197	0.7289780233554467	0.6307123631450524	-1.2938204324513665	0.16413561425952705	model_calculus
Pandoraea sp. XY-2	supragingival_plaque	-0.7664697258930042	0.4615363238674355	0.15534380513764098	-1.2280060497604397	-0.30493340202556873	model_calculus
Lautropia mirabilis	modern_calculus	8.390820841682556	0.9318899200892363	2.8395447521850737e-18	7.4589309215933195	9.322710761771793	modern_calculus
Lautropia mirabilis	subgingival_plaque	6.213617175119365	0.8821443800621044	2.1175116942015906e-11	5.331472795057261	7.09576155518147	subgingival_plaque
Lautropia mirabilis	supragingival_plaque	7.625599948115046	0.8604024423438035	7.06241458978968e-18	6.765197505771242	8.48600239045885	supragingival_plaque
Variovorax sp. HW608	modern_calculus	1.694805651507032	1.120711072022027	0.2375006035618228	0.574094579485005	2.815516723529059	modern_calculus
Variovorax sp. HW608	subgingival_plaque	0.24807005951357108	0.7052926509370779	0.8330025359627353	-0.45722259142350685	0.953362710450649	subgingival_plaque
Variovorax sp. HW608	supragingival_plaque	-0.10982753063292783	0.23884353638536285	0.6744433098611742	-0.34867106701829065	0.12901600575243502	model_calculus
Variovorax sp. PBL-H6	modern_calculus	-0.18072060099366283	0.6883917330289361	0.8414182145874067	-0.8691123340225989	0.5076711320352733	model_calculus
Variovorax sp. PBL-H6	subgingival_plaque	0.101672186825703	0.618523253364994	0.9110260925292585	-0.516851066539291	0.720195440190697	subgingival_plaque
Variovorax sp. PBL-H6	supragingival_plaque	-0.10982753063292777	0.23884353638536318	0.6744433098611742	-0.348671067018291	0.1290160057524354	model_calculus
Variovorax sp. RA8	modern_calculus	-0.08598401549177659	0.8894145435513485	0.9394542994265541	-0.9753985590431251	0.8034305280595719	model_calculus
Variovorax sp. RA8	subgingival_plaque	-0.3403610698749925	0.4847643126244029	0.664685154313414	-0.8251253824993954	0.1444032427494104	model_calculus
Variovorax sp. RA8	supragingival_plaque	-0.10982753063292722	0.2388435363853632	0.6744433098611742	-0.3486710670182904	0.129016005752436	model_calculus
Variovorax sp. PAMC 28711	modern_calculus	0.4681267379375247	0.6338974591869075	0.6182183488231675	-0.16577072124938286	1.1020241971244322	modern_calculus
Variovorax sp. PAMC 28711	subgingival_plaque	-0.33380526045342507	0.49050163640566075	0.669771453934077	-0.8243068968590859	0.15669637595223568	model_calculus
Variovorax sp. PAMC 28711	supragingival_plaque	-0.10982753063292813	0.23884353638536326	0.6744433098611742	-0.3486710670182914	0.12901600575243513	model_calculus
Variovorax paradoxus	modern_calculus	4.300616787997919	0.3934692798237497	1.814771775879435e-26	3.9071475081741696	4.694086067821669	modern_calculus
Variovorax paradoxus	subgingival_plaque	1.2938069606898428	0.8720817466770246	0.26755402438621007	0.42172521401281815	2.1658887073668676	subgingival_plaque
Variovorax paradoxus	supragingival_plaque	1.102906766219206	0.6515159586756354	0.14663732063192841	0.45139080754357064	1.7544227248948414	supragingival_plaque
Hydrogenophaga sp. PBL-H3	modern_calculus	1.2767219554125049	0.8933686352943118	0.2704907019753874	0.3833533201181931	2.170090590706817	modern_calculus
Hydrogenophaga sp. PBL-H3	subgingival_plaque	0.14654743474882348	0.6462047561252351	0.8912406498252569	-0.4996573213764116	0.7927521908740586	subgingival_plaque
Hydrogenophaga sp. PBL-H3	supragingival_plaque	-0.10982753063292758	0.23884353638536315	0.6744433098611742	-0.34867106701829076	0.12901600575243558	model_calculus
Hydrogenophaga sp. RAC07	modern_calculus	2.6531195935386522	0.9404328814878876	0.01315365041606101	1.7126867120507647	3.5935524750265397	modern_calculus
Hydrogenophaga sp. RAC07	subgingival_plaque	-0.2976171070767627	0.5223333220561829	0.7219283979333483	-0.8199504291329456	0.22471621497942018	model_calculus
Hydrogenophaga sp. RAC07	supragingival_plaque	-0.10982753063292783	0.23884353638536335	0.6744433098611742	-0.3486710670182912	0.12901600575243552	model_calculus
Hydrogenophaga sp. NH-16	modern_calculus	0.6071349483483774	1.0424744223553297	0.6800889862330735	-0.4353394740069523	1.6496093707037072	modern_calculus
Hydrogenophaga sp. NH-16	subgingival_plaque	-0.34526365901915235	0.4804801848036137	0.6561514642089632	-0.825743843822766	0.13521652578446136	model_calculus
Hydrogenophaga sp. NH-16	supragingival_plaque	-0.10982753063292758	0.23884353638536326	0.6744433098611742	-0.34867106701829087	0.1290160057524357	model_calculus
Hydrogenophaga sp. BPS33	modern_calculus	2.6757809404475283	0.7442222094840452	0.0010422687276589022	1.9315587309634832	3.4200031499315733	modern_calculus
Hydrogenophaga sp. BPS33	subgingival_plaque	0.20657226809502605	0.6820081141981275	0.8537640670342784	-0.4754358461031014	0.8885803822931535	subgingival_plaque
Hydrogenophaga sp. BPS33	supragingival_plaque	-0.1098275306329279	0.2388435363853632	0.6744433098611742	-0.3486710670182911	0.12901600575243533	model_calculus
Hydrogenophaga crassostreae	modern_calculus	-0.6177963829817568	0.7695582000921743	0.5897157655517482	-1.3873545830739311	0.15176181711041759	model_calculus
Hydrogenophaga crassostreae	subgingival_plaque	0.10596587182753325	0.6210733910667873	0.9086877111469621	-0.515107519239254	0.7270392628943205	subgingival_plaque
Hydrogenophaga crassostreae	supragingival_plaque	-0.1098275306329274	0.2388435363853633	0.6744433098611742	-0.3486710670182907	0.12901600575243588	model_calculus
Acidovorax sp. 1608163	modern_calculus	2.8708625596184065	0.7884536918358249	8.818676424697694e-4	2.082408867782582	3.6593162514542312	modern_calculus
Acidovorax sp. 1608163	subgingival_plaque	0.21978587897317847	0.6884108466599959	0.8469886064664751	-0.4686249676868174	0.9081967256331743	subgingival_plaque
Acidovorax sp. 1608163	supragingival_plaque	-0.10982753063292797	0.2388435363853631	0.6744433098611742	-0.3486710670182911	0.12901600575243513	model_calculus
Acidovorax sp. JMULE5	modern_calculus	0.07652412608886916	0.9420910667784561	0.945002970717468	-0.865566940689587	1.0186151928673253	modern_calculus
Acidovorax sp. JMULE5	subgingival_plaque	0.6090110860983128	0.6773823665708287	0.5464879562850035	-0.06837128047251595	1.2863934526691416	subgingival_plaque
Acidovorax sp. JMULE5	supragingival_plaque	-0.1098275306329274	0.238843536385363	0.6744433098611742	-0.34867106701829037	0.1290160057524356	model_calculus
Acidovorax sp. RAC01	modern_calculus	0.7031021298416302	0.8882855602625848	0.5964019382878175	-0.18518343042095453	1.591387690104215	modern_calculus
Acidovorax sp. RAC01	subgingival_plaque	-0.3075655368165562	0.5135567833814202	0.7090054401922767	-0.8211223201979764	0.205991246564864	model_calculus
Acidovorax sp. RAC01	supragingival_plaque	-0.10982753063292758	0.23884353638536293	0.6744433098611742	-0.34867106701829054	0.12901600575243535	model_calculus
Acidovorax sp. T1	modern_calculus	1.4462296539284702	0.9837310576470166	0.2525482437500315	0.4624985962814536	2.429960711575487	modern_calculus
Acidovorax sp. T1	subgingival_plaque	-0.33750923515422104	0.48725891621320233	0.6674107995393801	-0.8247681513674234	0.1497496810589813	model_calculus
Acidovorax sp. T1	supragingival_plaque	-0.10982753063292777	0.23884353638536315	0.6744433098611742	-0.3486710670182909	0.12901600575243538	model_calculus
Acidovorax carolinensis	modern_calculus	4.046529180959612	0.3699876184231687	1.737198579644591e-26	3.6765415625364435	4.416516799382781	modern_calculus
Acidovorax carolinensis	subgingival_plaque	0.737730922582032	0.7341184391895358	0.4860019134527509	0.003612483392496202	1.4718493617715678	subgingival_plaque
Acidovorax carolinensis	supragingival_plaque	0.35838559207949394	0.48423606001672015	0.5767214977406327	-0.1258504679372262	0.8426216520962141	supragingival_plaque
Rhodoferax sp. BAB1	modern_calculus	2.707205140041098	0.7695456959272776	0.0013799974774923575	1.9376594441138204	3.4767508359683754	modern_calculus
Rhodoferax sp. BAB1	subgingival_plaque	0.657807455178279	0.6969540761601316	0.5175022960897686	-0.03914662098185262	1.3547615313384105	subgingival_plaque
Rhodoferax sp. BAB1	supragingival_plaque	-0.10982753063292781	0.23884353638536304	0.6744433098611742	-0.34867106701829087	0.12901600575243521	model_calculus
Rhodoferax antarcticus	modern_calculus	1.3665062316723375	0.7782979547519765	0.15395011501520797	0.588208276920361	2.144804186424314	modern_calculus
Rhodoferax antarcticus	subgingival_plaque	0.2759282763822012	0.7225617889170398	0.8262100971961823	-0.44663351253483863	0.998490065299241	subgingival_plaque
Rhodoferax antarcticus	supragingival_plaque	-0.10982753063292813	0.23884353638536332	0.6744433098611742	-0.3486710670182914	0.1290160057524352	model_calculus
Rhodoferax saidenbachensis	modern_calculus	0.027675088098266798	0.765916533680111	0.9726084871288054	-0.7382414455818442	0.7935916217783778	modern_calculus
Rhodoferax saidenbachensis	subgingival_plaque	0.5163114698821546	0.6325648982967333	0.6024851458398003	-0.11625342841457875	1.1488763681788878	subgingival_plaque
Rhodoferax saidenbachensis	supragingival_plaque	-0.10982753063292795	0.23884353638536324	0.6744433098611742	-0.3486710670182912	0.12901600575243527	model_calculus
Rhodoferax koreense	modern_calculus	1.2721537479796812	0.8964437721664268	0.2741796461155447	0.3757099758132544	2.168597520146108	modern_calculus
Rhodoferax koreense	subgingival_plaque	0.6254706382309626	0.6851343385793458	0.536790817270516	-0.0596637003483832	1.3106049768103083	subgingival_plaque
Rhodoferax koreense	supragingival_plaque	0.36638986284684716	0.49086508241838356	0.5767214977406327	-0.1244752195715364	0.8572549452652307	supragingival_plaque
Rhodoferax ferrireducens	modern_calculus	1.345722608078327	0.9603548091317556	0.2791026229640191	0.38536779894657147	2.3060774172100826	modern_calculus
Rhodoferax ferrireducens	subgingival_plaque	-0.9488028761819403	0.20761684722445628	2.5283304717813978e-5	-1.1564197234063966	-0.741186028957484	model_calculus
Rhodoferax ferrireducens	supragingival_plaque	-0.1098275306329275	0.23884353638536324	0.6744433098611742	-0.34867106701829076	0.12901600575243574	model_calculus
Comamonas testosteroni	modern_calculus	4.286810672695546	0.33894441989400276	4.89912817681679e-35	3.9478662528015436	4.625755092589549	modern_calculus
Comamonas testosteroni	subgingival_plaque	0.42862818376041634	0.8136168535425552	0.7497820632622653	-0.38498866978213886	1.2422450373029714	subgingival_plaque
Comamonas testosteroni	supragingival_plaque	1.3905225004787591	0.7146774101064214	0.08753350984569368	0.6758450903723378	2.1051999105851804	supragingival_plaque
Comamonas serinivorans	modern_calculus	4.220393433543721	0.3506223694230135	6.456858985314451e-32	3.869771064120708	4.571015802966735	modern_calculus
Comamonas serinivorans	subgingival_plaque	0.29558847202905525	0.7348409397416359	0.8175366267075582	-0.43925246771258064	1.0304294117706911	subgingival_plaque
Comamonas serinivorans	supragingival_plaque	-0.10982753063292823	0.23884353638536318	0.6744433098611742	-0.3486710670182914	0.12901600575243494	model_calculus
Comamonas sp. NLF-7-7	modern_calculus	3.632807154264011	0.626026126222282	3.2057033580185495e-8	3.006781028041729	4.258833280486293	modern_calculus
Comamonas sp. NLF-7-7	subgingival_plaque	-0.3075655368165564	0.5135567833814204	0.7090054401922767	-0.8211223201979768	0.205991246564864	model_calculus
Comamonas sp. NLF-7-7	supragingival_plaque	-0.10982753063292827	0.23884353638536332	0.6744433098611742	-0.3486710670182916	0.12901600575243505	model_calculus
Delftia acidovorans	modern_calculus	1.4305629421711767	0.9366454735550792	0.2331048928381326	0.49391746861609753	2.367208415726256	modern_calculus
Delftia acidovorans	subgingival_plaque	0.2232001597701988	0.6927130130724037	0.8469886064664751	-0.46951285330220494	0.9159131728426025	subgingival_plaque
Delftia acidovorans	supragingival_plaque	-0.10982753063292813	0.23884353638536338	0.6744433098611742	-0.34867106701829154	0.12901600575243524	model_calculus
Diaphorobacter sp. HDW4A	modern_calculus	1.8154853647114662	0.936478037029419	0.10779132081351087	0.8790073276820471	2.751963401740885	modern_calculus
Diaphorobacter sp. HDW4A	subgingival_plaque	0.35451686165787966	0.769942048929263	0.7879282168200636	-0.41542518727138333	1.1244589105871428	subgingival_plaque
Diaphorobacter sp. HDW4A	supragingival_plaque	0.3611254894983056	0.4865020298739099	0.5767214977406327	-0.1253765403756043	0.8476275193722155	supragingival_plaque
Diaphorobacter sp. HDW4B	modern_calculus	0.11553574881992734	0.9500539826595296	0.924223098652591	-0.8345182338396022	1.065589731479457	modern_calculus
Diaphorobacter sp. HDW4B	subgingival_plaque	-0.32844729739945167	0.4951976961378929	0.6792154205683029	-0.8236449935373445	0.16675039873844122	model_calculus
Diaphorobacter sp. HDW4B	supragingival_plaque	-0.10982753063292704	0.23884353638536288	0.6744433098611742	-0.3486710670182899	0.12901600575243583	model_calculus
Diaphorobacter aerolatus	modern_calculus	-1.5789822823010782	1.0367190889700497	0.2338061742964537	-2.615701371271128	-0.5422631933310285	model_calculus
Diaphorobacter aerolatus	subgingival_plaque	-3.2324072585346566	0.566459640105019	9.921664054486547e-8	-3.798866898639676	-2.6659476184296373	model_calculus
Diaphorobacter aerolatus	supragingival_plaque	-2.3934319129856423	0.5786346027412729	1.2040569617022498e-4	-2.9720665157269153	-1.8147973102443693	model_calculus
Diaphorobacter ruginosibacter	modern_calculus	0.06914288411946856	0.9416105953855277	0.9498570268509197	-0.8724677112660592	1.0107534795049964	modern_calculus
Diaphorobacter ruginosibacter	subgingival_plaque	-0.268500662366716	0.5481203092967637	0.7748730297800649	-0.8166209716634797	0.2796196469300477	model_calculus
Diaphorobacter ruginosibacter	supragingival_plaque	-0.10982753063292758	0.23884353638536301	0.6744433098611742	-0.3486710670182906	0.12901600575243544	model_calculus
Ottowia sp. oral taxon 894	modern_calculus	10.955161149104171	0.9101557035725081	6.456858985314451e-32	10.045005445531663	11.86531685267668	modern_calculus
Ottowia sp. oral taxon 894	subgingival_plaque	5.715172869359684	1.090377274357495	1.2551597269985535e-6	4.624795595002189	6.805550143717179	subgingival_plaque
Ottowia sp. oral taxon 894	supragingival_plaque	5.662316319792722	0.9192788640999197	3.753320674754837e-9	4.743037455692802	6.581595183892642	supragingival_plaque
Pulveribacter suum	modern_calculus	2.8837183971764873	0.9179274170597919	0.0049612437009399655	1.9657909801166955	3.801645814236279	modern_calculus
Pulveribacter suum	subgingival_plaque	0.2588343074775664	0.7157922395919679	0.8316235978952813	-0.4569579321144015	0.9746265470695343	subgingival_plaque
Pulveribacter suum	supragingival_plaque	0.3536453681900359	0.4803237392093393	0.5767214977406327	-0.1266783710193034	0.8339691073993751	supragingival_plaque
Serpentinomonas mccroryi	modern_calculus	2.247097563131666	0.8763586433389154	0.026011929130277375	1.3707389197927504	3.123456206470581	modern_calculus
Serpentinomonas mccroryi	subgingival_plaque	0.136620294603098	0.6395253869769391	0.8940390297607158	-0.5029050923738411	0.776145681580037	subgingival_plaque
Serpentinomonas mccroryi	supragingival_plaque	-0.10982753063292795	0.23884353638536288	0.6744433098611742	-0.3486710670182908	0.12901600575243494	model_calculus
Alicycliphilus denitrificans	modern_calculus	3.962124955788756	0.6800112100920167	2.8043249561253697e-8	3.2821137456967393	4.642136165880773	modern_calculus
Alicycliphilus denitrificans	subgingival_plaque	0.3665235454114707	0.7768409110275232	0.7822133516593895	-0.4103173656160525	1.1433644564389938	subgingival_plaque
Alicycliphilus denitrificans	supragingival_plaque	0.37537549575903384	0.49833965175600786	0.5767214977406327	-0.12296415599697402	0.8737151475150418	supragingival_plaque
Bordetella flabilis	modern_calculus	-0.23703078103689146	0.8147661053659883	0.8310889075623062	-1.0517968864028797	0.5777353243290968	model_calculus
Bordetella flabilis	subgingival_plaque	0.2125257742186829	0.6855371513982297	0.8490874657556263	-0.4730113771795468	0.8980629256169126	subgingival_plaque
Bordetella flabilis	supragingival_plaque	-0.1098275306329274	0.23884353638536324	0.6744433098611742	-0.34867106701829065	0.12901600575243583	model_calculus
Bordetella bronchialis	modern_calculus	0.4629090786934502	0.8052126522770835	0.6818527367886872	-0.3423035735836333	1.2681217309705337	modern_calculus
Bordetella bronchialis	subgingival_plaque	-0.3144061492777126	0.5075329146782946	0.700718365186354	-0.8219390639560072	0.19312676540058205	model_calculus
Bordetella bronchialis	supragingival_plaque	-0.10982753063292813	0.23884353638536335	0.6744433098611742	-0.3486710670182915	0.12901600575243521	model_calculus
Bordetella sp. N	modern_calculus	-0.18349600328733962	0.843837836321629	0.8647895139277786	-1.0273338396089686	0.6603418330342894	model_calculus
Bordetella sp. N	subgingival_plaque	0.10861614778385797	0.6228655643028742	0.9086857426658345	-0.5142494165190162	0.7314817120867322	subgingival_plaque
Bordetella sp. N	supragingival_plaque	-0.10982753063292813	0.2388435363853631	0.6744433098611742	-0.3486710670182912	0.12901600575243496	model_calculus
Bordetella trematum	modern_calculus	0.4804707871349927	0.8005236044360675	0.66848689876056	-0.3200528173010748	1.2809943915710602	modern_calculus
Bordetella trematum	subgingival_plaque	0.37672287364210855	0.7826849720338858	0.7795368073691896	-0.4059620983917772	1.1594078456759944	subgingival_plaque
Bordetella trematum	supragingival_plaque	0.3705745738403975	0.4943418463586743	0.5767214977406327	-0.1237672725182768	0.8649164201990718	supragingival_plaque
Bordetella petrii	modern_calculus	0.6143678516499582	0.9969501248690668	0.6625360006241731	-0.38258227321910854	1.6113179765190249	modern_calculus
Bordetella petrii	subgingival_plaque	0.2936745590409998	0.7334564293081313	0.8177241219752045	-0.43978187026713145	1.027130988349131	subgingival_plaque
Bordetella petrii	supragingival_plaque	0.3434324186823978	0.3802943710549538	0.4781962024589284	-0.03686195237255596	0.7237267897373516	supragingival_plaque
Achromobacter xylosoxidans	modern_calculus	4.280450597785194	0.3464070356670575	1.5214206048988777e-33	3.9340435621181364	4.626857633452252	modern_calculus
Achromobacter xylosoxidans	subgingival_plaque	1.508758129956	0.8001889586989147	0.12715089561391488	0.7085691712570853	2.308947088654915	subgingival_plaque
Achromobacter xylosoxidans	supragingival_plaque	1.8095927160024283	0.6371819444348589	0.009974502002841923	1.1724107715675696	2.446774660437287	supragingival_plaque
Achromobacter denitrificans	modern_calculus	0.3926061223503119	0.6091840942564508	0.6533356471004222	-0.21657797190613892	1.0017902166067627	modern_calculus
Achromobacter denitrificans	subgingival_plaque	0.19206696919770094	0.673317441316815	0.8603429383403876	-0.4812504721191141	0.865384410514516	subgingival_plaque
Achromobacter denitrificans	supragingival_plaque	-0.10982753063292795	0.23884353638536313	0.6744433098611742	-0.3486710670182911	0.12901600575243516	model_calculus
Alcaligenes faecalis	modern_calculus	1.7858043983880068	0.7691763663078789	0.04507794298820774	1.0166280320801278	2.5549807646958858	modern_calculus
Alcaligenes faecalis	subgingival_plaque	0.10108636026587081	0.9214575748828318	0.9332621638689464	-0.8203712146169609	1.0225439351487027	subgingival_plaque
Alcaligenes faecalis	supragingival_plaque	0.2024533671005038	0.8958838829277365	0.8385044003247789	-0.6934305158272327	1.0983372500282402	supragingival_plaque
Herbaspirillum seropedicae	modern_calculus	-1.0893740125251183	0.8841421449640946	0.3489519310202572	-1.9735161574892128	-0.20523186756102374	model_calculus
