species	PC1	PC2	PC3
Campylobacter rectus	-0.0781449410696912	0.028285118403258716	0.03731025335185469
Tannerella sp. oral taxon HOT-286	-0.0781293068113008	0.03607093533134283	0.04708101577131916
Haemophilus haemolyticus	-0.07802424662408178	-0.05939142703398544	0.07820264018107846
Actinomyces sp. oral taxon 171	-0.07728452370599649	0.04486359096338456	0.019459816017182774
Capnocytophaga ochracea	-0.07702133506085755	-0.004482221397934299	0.03336622167433824
Leptotrichia buccalis	-0.07657112826553782	-0.014385893134789532	0.03324193533588925
Candidatus Nanosynbacter lyticus	-0.07422920327778654	0.025125671144213504	0.03350381832371351
Actinomyces viscosus	-0.07314991901253748	0.04739318492655418	0.006972888574455137
Haemophilus influenzae	-0.0718142499534601	-0.03095824104059905	0.06559653324593569
Neisseria subflava	-0.07051253241064621	-0.01607093548705473	0.03845073374131911
Aggregatibacter actinomycetemcomitans	-0.06990287115390309	-0.04672513871795148	0.023513821806244704
Campylobacter gracilis	-0.06984498864650611	0.05453614062891604	0.030825062337283417
Enterobacter hormaechei	0.0694032802612668	-0.060608708183118254	-0.03904386476812256
Haemophilus sp. oral taxon 036	-0.06927656548739074	-0.07194146835487841	0.07227232829475143
Treponema socranskii	-0.06915628796167883	0.0800848429487285	0.0291071349360527
Neisseria polysaccharea	-0.0687870406530182	-0.05441109032913796	0.015832132047046397
Treponema denticola	-0.06822941425928583	0.05079879808338523	0.03516694547008669
Capnocytophaga haemolytica	-0.06799458925912197	-0.01877102135424464	0.02392597605802765
Lactobacillus johnsonii	0.06788299871495532	-0.015417202337889116	0.013277361066799337
Tannerella forsythia	-0.0677816957938083	0.076995065865189	0.04141739981851668
Treponema medium	-0.06769521059713175	0.03514154141815066	0.03199663425998036
Actinomyces sp. ZJ750	-0.06658074371884673	0.040774712117650345	-0.038829298846686136
Neisseria chenwenguii	-0.06571749320392985	-0.04384761686181906	-0.005823920164512228
Cryptobacterium curtum	0.06519153285763143	0.08827273592315825	0.03834732446678229
Campylobacter concisus	-0.064839053663942825	0.028067589489364726	0.06965112131515701
Neisseria sicca	-0.06433359209262365	-0.03584550560325047	-3.695441092350287e-4
Fretibacterium fastidiosum	-0.06414820442799776	0.07917528438323676	-0.006946928028251601
Leptotrichia wadei	-0.06399925118785783	-0.0583095948551928	0.02525522416816977
Treponema sp. Marseille-Q4132	-0.06343591926576336	0.0744697567478649	0.021556071018861915
Actinomyces slackii	-0.06300207019745854	0.04231202339073634	-0.026988737632918067
Lactobacillus jensenii	0.06261033036692902	-0.022628455289370783	3.261928552958931e-4
Veillonella dispar	0.06209382222008024	0.0088710422789711	0.07410553734469326
Actinomyces howellii	-0.061757165788607876	0.042394812946731426	-0.03537681677409477
Neisseria animalis	-0.06128440253192935	-0.04304287986426358	-0.007116700524559345
Leptotrichia shahii	-0.06093527417851005	-0.024137602257170043	0.032925589409242
Neisseria dentiae	-0.060224965251092034	-0.03463837766446093	-0.014400954771978303
Neisseria musculi	-0.05952635605669426	-0.03360342285327592	-0.004259304534322654
Dolosigranulum pigrum	0.05937535243394055	-0.025078734615122385	0.03905653495197861
Actinomyces sp. ZJ34	-0.05927202056976647	0.04459672933209528	-0.03660137785583401
Actinomyces radicidentis	-0.058593047496671616	0.04946450345040022	-0.03426273840146904
Lactobacillus gasseri	0.058383655941003636	-0.029136908198088923	-0.0015768718044717781
Actinomyces procaprae	-0.05831532742918291	0.030376940562321302	-0.045706325535959984
Fusobacterium sp. oral taxon 203	-0.05829014595440477	-0.024398923010179194	0.05334181096256206
Treponema parvum	-0.057468623812747255	0.049006830125066694	0.0038870500578822528
Neisseria shayeganii	-0.057418028014346596	-0.027253816351165246	-0.01906206382745739
Actinomyces sp. Z16	-0.057176844728948115	0.03625571976084037	-0.040101435790817576
Porphyromonas gingivalis	-0.056941454825076954	0.06662131034871503	0.038105846039453786
Neisseria brasiliensis	-0.05693227940116541	-0.05054488473627408	0.003995424172709742
Neisseria sp. ZJ785	-0.05652053026234447	-0.048171759838451206	9.717871915097813e-4
Actinomyces qiguomingii	-0.05645721389181958	0.03563459601234182	-0.03822555285511429
Lactobacillus acidophilus	0.056149598249178416	-0.00910237672686979	0.006107364754708066
Enterobacter cloacae	0.055807753360511185	-0.03382696527787195	-0.038560944446107144
Haemophilus parainfluenzae	-0.055764351079398936	-0.032400757115718215	0.05639152466298702
Streptococcus parasanguinis	0.05536500678429732	-0.06215612954878837	0.021465712058364953
Streptococcus infantis	0.05526624066280042	-0.06313882970822732	-0.020965014898800326
Actinomyces wuliandei	-0.0551538600101146	0.033719857000217617	-0.03578643484027598
Actinomyces marmotae	-0.05513950526266501	0.02916867042691864	-0.04425480470847661
Neisseria animaloris	-0.05500628717830232	-0.04268420190626827	-0.001219840270399788
Finegoldia magna	0.05415662300919749	0.0674243035238848	0.020177076187836547
Neisseria sp. 10022	-0.05368749622738022	-0.047762260492999566	0.003588610715019034
Pauljensenia hongkongensis	-0.05358841354615081	0.050908839938759214	0.01072281321099534
Prevotella intermedia	-0.053412298397909605	0.08926253758433682	0.07529055840829793
Actinomyces weissii	-0.05289496827984085	0.03754400205403902	-0.03671577263416672
Neisseria zoodegmatis	-0.05274248428091893	-0.041672622233062374	-0.001790721993180508
Haemophilus pittmaniae	-0.052395896037238134	-0.03106030405124088	0.0648949173777029
Neisseria weaveri	-0.05207190414980289	-0.043244322423278615	-0.003909766638786808
Actinomyces lilanjuaniae	-0.05192990821240243	0.02982973967049695	-0.040424346639438065
Actinomyces sp. Chiba101	-0.05170154914735563	0.04834075175392179	-0.03517886908238283
Actinomyces gaoshouyii	-0.05110212910113645	0.03164850763789124	-0.04863974753086579
Streptococcus anginosus	0.050599356018874934	0.00495208316513592	-0.00649975042688703
Lactobacillus crispatus	0.050441545873374606	-0.015710176254309836	0.004639820257626012
Neisseria zalophi	-0.050406621223466314	-0.040848086551900434	4.986505487967461e-4
Anaerococcus prevotii	0.0501198887546913	0.06050616244120948	0.03409557655937218
Treponema sp. OMZ 838	-0.05003696033615466	0.07361298315166585	0.04211240786570716
Actinomyces sp. 432	-0.05000569013489051	0.04962165510258772	-0.041056024517782806
Neisseria wadsworthii	-0.049930535231863506	-0.039045824267477464	-0.004299423396702372
Veillonella parvula	0.04975358334043263	0.02882700885558851	0.034972890491268956
Neisseria canis	-0.04963309693574004	-0.03917897545375333	-0.003199585843272714
Helicobacter pylori	0.04945967694456619	-0.00581083410557956	0.013940811208576237
Pasteurella multocida	-0.04911100110906199	-0.02994927234515968	0.05071678241576632
Campylobacter curvus	-0.04853879051884496	0.041104949400774554	0.005220272389253119
Olsenella sp. oral taxon 807	-0.04829801435176198	0.10463978745289464	0.0027742271543300186
Porphyromonas asaccharolytica	-0.04788337554353621	0.006246762612140775	0.05655207426599853
Actinomyces israelii	-0.047721336583288226	0.030292655674743336	-0.04074843481249449
Actinomyces sp. zg-993	-0.04690457976983447	0.047928313144046594	-0.032694420879805786
Streptococcus troglodytae	0.04688031362017897	-0.060652027914145	0.027327060093261427
Parascardovia denticolens	0.045590674738215875	0.049575951510591985	-0.008822661149775656
Cloacibacterium normanense	-0.04528541288581166	-0.047912987899550195	0.04044866332939113
Lactobacillus iners	0.044522834331433135	0.033715511801424125	0.029710932446198556
Fusobacterium hwasookii	-0.04411940324219289	-0.06293291665568042	0.0135798612397452
Eggerthella lenta	0.04375700838963817	0.08922563010251874	-0.005288395616003357
Kingella kingae	-0.04350791355547806	-0.03533608376268562	0.008769947654932844
Treponema putidum	-0.04334566499325165	0.02796271362356281	0.011133655324126995
Gardnerella vaginalis	0.0430872172045633	0.05793798662879689	0.044689437826999585
Selenomonas sp. oral taxon 126	-0.042935155700802675	0.10851761314126038	0.04009776955173789
Selenomonas sp. oral taxon 920	-0.04281035660112636	0.10145467039296287	0.04667842130653424
Neisseria flavescens	-0.04234930946581468	-0.08360316149285375	0.016316090291501474
Propionibacterium acidifaciens	-0.041855171060917795	0.031561072421718565	-0.03641707634281715
Schaalia cardiffensis	-0.041737270377210485	0.06131182494769227	-0.01449187134202541
Streptococcus salivarius	0.04170397127283794	-0.007599587429897633	0.029523845108889772
Fusobacterium gonidiaformans	0.04034048164307908	-0.0036051253331273285	0.048304691065586026
Schaalia meyeri	-0.03973759977138138	0.06187226467455339	0.02845297623418211
Sporosarcina sp. Te-1	0.039627491534399546	0.04023956303175837	0.02576536610147486
Chryseobacterium taklimakanense	-0.039503657721559914	-0.036810328360307176	0.029923120642763975
Clostridium sp. AWRP	0.03891456598442601	0.036301256723395035	0.024272345106892346
Rothia mucilaginosa	-0.03890011123540116	0.010253620983201319	0.052192066492118945
Haemophilus parahaemolyticus	-0.03846286351446545	-0.04794411489886835	0.07361246311418118
Pseudobutyrivibrio xylanivorans	0.03846268389117458	0.07585480619848128	0.04939534890453975
Capnocytophaga stomatis	-0.037905234113543504	-0.022463101471565015	0.037192850947410865
Streptococcus constellatus	0.03716878194068192	0.016054821375162495	0.0037960649865822
Clostridium aceticum	0.0369934921414387	0.0359924500229896	0.028054489750660955
Cutibacterium acnes	-0.03664347730831472	-0.025319825405440376	0.053678280057265854
Propionibacterium australiense	-0.036439558134205186	0.026548743236548676	-0.050445424774919
Bifidobacterium breve	0.036350374845662864	0.05059774155412372	0.012159495501454372
Clostridium sp. JN-9	0.03630374622624969	0.04898490880608173	0.038504510717002983
Bifidobacterium dentium	0.03593077903211151	0.025415446231922437	-0.02509536004948688
Alysiella filiformis	-0.03580497188550628	-0.03147983279832277	-0.003441308385364474
Hungatella hathewayi	0.035743154052531534	0.08944549022526734	0.028840450235691876
Paenibacillus donghaensis	0.03498959919128724	0.02880352414433017	0.023663233705673345
Paenibacillus bovis	0.03457021811563441	0.033187893089120506	0.02604654560820557
Capnocytophaga cynodegmi	-0.03442095903210502	-0.022118110942905743	0.02525902920543133
Chryseobacterium indologenes	-0.03380027854301212	-0.04189134122725918	0.04121668810604706
Rodentibacter heylii	-0.033725336360494955	-0.05109786071300652	0.04505055859622793
Porphyromonas crevioricanis	-0.03351501262478005	0.05171571375428221	0.04648862308090073
Streptococcus vestibularis	0.03340775877269488	-0.05056658604284925	0.0475595925896897
Geosporobacter ferrireducens	0.033371005129396336	0.04195818230046421	0.0233038224252877
Caloranaerobacter azorensis	0.0330688802140326	0.023912376618451713	0.031677522400482744
Desulfosporosinus youngiae	0.03280693212026117	0.027967350330416453	0.0264403181289168
Clostridium sp. DL-VIII	0.03280367989786015	0.025094611306844532	0.030890821167339034
Prevotella sp. oral taxon 299	-0.032658877421745974	0.056606452894127184	0.08083112801912526
Georgenia faecalis	-0.03251207942298868	0.006919063251287954	-0.05599889388312899
Corynebacterium striatum	-0.032413248397593235	-0.012164381623806704	-0.039231438207916636
Corynebacterium argentoratense	-0.03219882169143405	-0.033849657675880114	-3.727598831364948e-4
Streptococcus sobrinus	0.03215533013691444	-0.04172493071820977	0.026197551896333614
Flaviflexus salsibiostraticola	-0.03198438230634685	0.01194571376641509	-0.04356606240802546
Acetivibrio clariflavus	0.031795380175446156	0.026334024743526696	0.02999750358679605
Prevotella oris	-0.0314802088953291	0.11733491250985723	0.09190782714527461
Eubacterium limosum	0.03141609074746545	0.041668796701346704	0.024312647002279593
Micrococcus luteus	-0.03116185747794118	6.978781210069807e-4	-0.04979051594266425
Fusobacterium nucleatum	-0.031150275404666902	-0.004498774813819622	0.03364953269659012
Gottschalkia acidurici	0.03104662718694061	0.03146448190675271	0.026063125911355872
Corynebacterium vitaeruminis	-0.03062735906903245	-0.009481505395480287	-0.04669812944992892
Prevotella melaninogenica	-0.03055136772178962	0.09067959687689917	0.10782717468083525
Streptococcus sp. oral taxon 431	0.030321041987558788	-0.09203916392706586	0.010264519248764594
Paenibacillus durus	0.030199960636111346	0.04573716256079508	0.005934681484805291
Tissierellia sp. JN-28	0.03005857094669217	0.03448146097004335	0.0034622200251467204
Bacteroides zoogleoformans	-0.029847204263482096	0.08442227641112889	0.029745303333860648
Actinobaculum sp. 313	-0.029607202364463448	0.01009732328464412	-0.04311253598642278
Anaerocolumna cellulosilytica	0.02955311346550208	0.05711422637080244	0.032625576150938154
Bacillus sp. V3	0.02950576565576232	0.010960284559319163	0.020287569075222566
Corynebacterium diphtheriae	-0.029460793891613025	-0.027395462498537748	-0.015458590057132718
Brachybacterium saurashtrense	-0.02932301896262597	6.993405745530417e-4	-0.05044392223095375
Georgenia sp. Z443	-0.029071131249125585	0.025779696141114992	-0.0526711078789666
Porphyromonas cangingivalis	-0.02904224437463695	0.02973663143577131	0.04875128022732794
Prevotella enoeca	-0.028842107508614014	0.10641685664550574	0.083392614806122
Variovorax paradoxus	-0.028635703892837112	0.0019509034522962993	-0.054054441357378656
Rothia terrae	-0.028477173169146382	-0.03168393218502636	-0.0014898487096529742
Propioniciclava sp. HDW11	-0.02827302869824406	0.005553222729263206	-0.052027996546908935
Lachnoclostridium sp. YL32	0.02819113968760377	0.06658802319486275	0.03679862748032795
Clostridium cochlearium	0.028102095553362304	0.008527260655164813	0.022379286859792617
Acidipropionibacterium acidipropionici	-0.027995103288177742	0.026014310727412296	-0.05438006445189396
Crassaminicella sp. SY095	0.02797653690844911	0.057002944513885434	0.035315073035116516
Paenibacillus cellulosilyticus	0.02792413962964698	0.014303325246954258	0.019710625840190805
Bacteroides heparinolyticus	-0.027779836183035977	0.07389909116984174	0.04017317481946931
Barnesiella viscericola	-0.027565820173654297	0.02379775223208593	0.03408876160332506
Cohnella candidum	0.027383407278564392	0.032719625466691556	0.002850468871171024
Prevotella denticola	-0.027364939792196123	0.10892467591199699	0.0769763272565085
Streptococcus sanguinis	-0.027273056761662726	-0.04465771467034595	-0.009031814661433345
Clostridium kluyveri	0.027240132791308665	0.03720082009068323	0.043538212438921635
Achromobacter xylosoxidans	-0.02716113539425502	-0.0068829604900693874	-0.056512747783700065
Bacillus infantis	0.027115073771880518	0.00759968384412404	0.019348129782998404
Treponema ruminis	0.026892983247354667	0.04519046998924584	0.03658650333449837
Paenibacillus lycopersici	0.026518379042342527	0.010062310409626575	0.019004382001298198
Desulfosporosinus orientis	0.02640911969262436	0.010044036200690493	0.019094433796504818
Treponema pedis	-0.026360094092653514	0.03678380966749311	0.034450312471810816
Parabacteroides goldsteinii	-0.026199848120980543	0.018127241517458217	0.033326245194706935
Clostridium taeniosporum	0.025949757779928022	-3.7771965248981917e-4	0.02071238742315806
Chryseobacterium gallinarum	-0.025874876739163385	-0.030730523814121228	0.05084913463849811
Cutibacterium avidum	-0.02567701072314477	0.04728846090226213	-0.021952529973688954
Glaesserella parasuis	-0.025534071315991842	-0.03766950354398102	0.06127022618574143
Campylobacter sp. CCUG 57310	-0.025456584036727285	0.01569127034631481	0.0016351728689459233
Tessaracoccus flavescens	-0.025441601447480082	0.008398753286870708	-0.05377580641016294
Paenibacillus sp. 32O-W	0.025359490574335796	0.0024344127908002755	0.01779594787121456
Prevotella dentalis	-0.025337508282652337	0.10076000882446043	0.0488264426991972
Ferrovibrio terrae	0.02518744333935495	0.00476802370024981	0.016548842802312197
Propionibacterium freudenreichii	-0.02498769674634141	0.035299373512679755	-0.04358275047642284
Sporolactobacillus terrae	0.024857999438051344	0.003512944115324859	0.021500119477039205
Clostridium tyrobutyricum	0.024695042656518215	0.007239434780862167	0.027540046990642702
Bacillus glycinifermentans	0.02461163254151537	0.005513304951155353	0.01826244953815796
Faecalibacillus intestinalis	0.024499325577304255	0.002697083302791013	0.01872317850464176
Selenomonas sputigena	-0.024455275786937073	0.14152296253881178	0.043492365739153986
Dehalobacterium formicoaceticum	0.02416332477316975	-0.0015342935239391336	0.01597032787648807
Blattabacterium cuenoti	-0.024135117248693477	0.03441226759040649	0.039803691212872756
Fictibacillus arsenicus	0.02406855283572351	-9.053959671174484e-4	0.016302990045441158
Neptunomonas phycophila	0.023999741989047325	0.0013580099300668108	0.016402952057035364
Phocaeicola vulgatus	-0.023996128309358402	0.038435465840235286	0.050857078608426434
Mycobacterium sp. JS623	0.023935999988647153	0.0013136197568551023	0.01617055557922574
Cruoricaptor ignavus	-0.02386384152806803	-0.02691796059882323	0.048334525007453055
Kroppenstedtia eburnea	0.023821192404724086	0.0018529189970873565	0.01746856082573603
Dysosmobacter welbionis	0.02377643993482514	0.0390783002904321	0.011470448962611924
Bacteroides fragilis	-0.023748181935713684	0.06680194192195418	0.04989046919006028
Desulfonema magnum	0.023746171416740687	7.751323128130032e-4	0.01604890659560357
Methylobacterium mesophilicum	0.02360365002436414	0.0018805806019194882	0.01711773463636619
Epilithonimonas vandammei	-0.023499669142002255	-0.015838088085912538	0.05144817520076761
Mycoplasma salivarium	-0.023392083982302223	0.003786588336884723	0.0428306149590812
Bacillus beveridgei	0.023372031645163206	0.0013028011981802768	0.0165171079853676
Mannheimia varigena	-0.02325070995050624	-0.05194709269794585	0.050318089362408044
Brachybacterium sp. P6-10-X1	-0.02313265891476111	0.010315979367778566	-0.054692040048905724
Comamonas testosteroni	-0.0231003051404547	-0.006819854069173324	-0.046463463354834506
Spirochaeta thermophila	0.02301041428660859	0.011684474876829182	0.008274358666995099
Enterobacter cancerogenus	0.02292498692497384	-0.01589028024272235	0.010056419556829435
Tessaracoccus flavus	-0.02242581931419682	0.008170746538164157	-0.05198553219069369
Sanguibacter keddieii	-0.022416931280867573	0.006952597124222608	-0.04600840657203773
Chryseobacterium sp. NBC 122	-0.0223852356966825	-0.031686189730739896	0.03937295763531239
Sinorhizobium fredii	0.022049707300966774	0.0330696909099997	-0.004998813993975789
Clostridium argentinense	0.022015393873038462	0.005445786727493368	0.030752952837022094
Pseudomonas aeruginosa	-0.022014227213038886	0.026481949387302063	-0.037465803100755986
Corynebacterium aurimucosum	-0.02190359558480062	-0.019076296435566808	-0.036497107101566145
Paenibacillus guangzhouensis	0.02181789776911912	-0.01045252045940133	0.013351833738737544
Fibrobacter succinogenes	0.021786198903719224	0.007356589309728884	0.02928283440739084
Bifidobacterium choerinum	0.021776505351449038	0.049073584145117685	-0.009256787623796529
Tepidanaerobacter acetatoxydans	0.021741444202194725	-0.010517891039967989	0.01333145936156045
Paenibacillus baekrokdamisoli	0.021735309893158205	-0.010839095634316976	0.013589865924247583
Flavobacterium gilvum	0.02168855077553322	-0.010872753539415749	0.013572201093468357
Corynebacterium xerosis	-0.021649085927776642	-0.004348547656415621	-0.049966985265640786
Cohnella sp. MFER-1	0.02159234627956044	-0.010645375186960453	0.013291725737162302
Clostridium drakei	0.021541420437537286	-0.01068891863421638	0.013278154332253666
Moorella glycerini	0.021484290255466863	-0.010737767017883239	0.013262929511169122
Pedobacter sp. SW-16	0.021438649351934156	-0.011052636283718232	0.013477792418035936
Corynebacterium sphenisci	-0.021424758595719295	-0.002196740683624182	-0.05108818863808169
Paenibacillus sp. FSL R7-0331	0.02139346027238029	-0.011085164052170223	0.013460720721991748
Elusimicrobium minutum	0.02132328654649552	-0.010210210284394347	0.01502405050888377
Campylobacter jejuni	0.021307521181177146	-0.008726058083370973	0.018565184294348894
Cellulomonas sp. Y8	-0.02128477889832179	0.00832614491348493	-0.054797772419863194
Duncaniella dubosii	-0.021120631898880478	0.0213851069352018	0.02394014875921852
Ottowia oryzae	-0.021098607710173505	-3.9976717729803317e-4	-0.05033172999017017
Campylobacter coli	0.021096997935329008	-0.008687773767265773	0.018008034473504093
Acetivibrio saccincola	0.021057336658576727	-0.010358633007399998	0.015167348282748135
Thermobacillus composti	0.021040028767067204	-0.00806487984079239	0.013631173888263674
Cellulomonas taurus	-0.021011359344196387	0.00783850218874372	-0.05336658444138239
Sphingomonas sp. PAMC26645	0.0210087397556798	-0.008149828405475502	0.013613558677648624
Tumebacillus algifaecis	0.020983345905574758	-0.008218771814760401	0.01359926234810376
Paenibacillus sp. BIHB4019	0.020939351985905484	-0.007883113954241539	0.014705549164587486
Pseudomonas stutzeri	-0.02082228476049322	0.04184936887867811	-0.0328331051623983
Arthrobacter crystallopoietes	-0.02080627146120803	0.0056404489086200795	-0.04759022608528539
Sphingopyxis sp. PAMC25046	0.02076990027537949	-0.007906624366632907	0.013463781302623759
Bradyrhizobium symbiodeficiens	0.020751985654751958	-0.007966911231128164	0.013453895743469125
Clostridium carboxidivorans	0.020691117330810496	0.005012294432213344	0.030280184594886607
Koleobacter methoxysyntrophicus	0.020672514429603536	-0.00799140717300572	0.01429259459926943
Mesorhizobium sp. 8	0.02066382320376607	-0.008022312773725782	0.014281776983733424
Corynebacterium humireducens	-0.020639804696814194	-0.009842059876545512	-0.052459746387059934
Blautia producta	0.02060511496471198	0.09006651271524739	0.03172764692980087
Gemella morbillorum	-0.020591794901485147	0.007064549069909291	0.02691417530111824
Fusobacterium necrophorum	-0.020451682861910937	0.0874149052928986	0.03834710777143777
Chryseobacterium sp. IHB B 17019	-0.020368293545234006	-0.03711700289461185	0.04746764575805386
Pseudomonas arsenicoxydans	0.020353258363644936	-0.007644613541187169	0.015194969991654352
Brachyspira pilosicoli	0.020316825359021046	-0.010155118638104296	0.014162546395968421
Streptomyces venezuelae	-0.020195523697034264	0.04289586725691201	-0.05090337882461991
Humisphaera borealis	0.019935912497149717	-0.006695097268938816	0.012702017185297338
Campylobacter ureolyticus	0.019821592725335405	-8.032386321353743e-4	0.03845796219370354
Streptococcus intermedius	0.019791530851659783	-0.00661397102275584	0.011363393212386653
Arsenicicoccus sp. oral taxon 190	-0.019663550631556004	0.005976534351633403	-0.05615277176258741
Pedobacter sp. PACM 27299	0.019638943930366096	-0.01181563554540438	0.015861307333756514
Phocaeicola coprophilus	-0.01962676825926912	0.05016604253328976	0.03591094962842877
Phreatobacter stygius	0.019589551343845588	-0.016361685112144846	0.014884468541733704
Xylanimonas allomyrinae	-0.01953939972609918	0.013044631924211294	-0.043056438347687055
Campylobacter hominis	0.019502871035185897	0.004452906857858538	0.04169611542070934
Leifsonia xyli	-0.019437499586202923	0.005557356796431814	-0.05357522517964753
Xanthomonas citri	0.019398703833708987	-0.012521019267540782	0.012707134325911812
Xanthomonas hortorum	0.019398703833708987	-0.012521019267540782	0.012707134325911812
Stenotrophomonas sp. LM091	0.019398703833708987	-0.012521019267540782	0.012707134325911812
Pseudomonas sp. K2W31S-8	0.019398703833708987	-0.012521019267540782	0.012707134325911812
Pseudomonas sp. TUM18999	0.019398703833708987	-0.012521019267540782	0.012707134325911812
Pseudomonas xanthomarina	0.019398703833708987	-0.012521019267540782	0.012707134325911812
Pseudomonas parafulva	0.019398703833708987	-0.012521019267540782	0.012707134325911812
Paraburkholderia acidiphila	0.019398703833708987	-0.012521019267540782	0.012707134325911812
Caballeronia insecticola	0.019398703833708987	-0.012521019267540782	0.012707134325911812
Massilia sp. CCM 8941	0.019398703833708987	-0.012521019267540782	0.012707134325911812
Massilia violaceinigra	0.019398703833708987	-0.012521019267540782	0.012707134325911812
Oxalobacter formigenes	0.019398703833708987	-0.012521019267540782	0.012707134325911812
Bradyrhizobium sp. CCBAU 51753	0.019398703833708987	-0.012521019267540782	0.012707134325911812
Bradyrhizobium sp. ORS 278	0.019398703833708987	-0.012521019267540782	0.012707134325911812
Bradyrhizobium sp. CCGE-LA001	0.019398703833708987	-0.012521019267540782	0.012707134325911812
Bradyrhizobium sp. CCBAU 051011	0.019398703833708987	-0.012521019267540782	0.012707134325911812
Bradyrhizobium vignae	0.019398703833708987	-0.012521019267540782	0.012707134325911812
Bradyrhizobium japonicum	0.019398703833708987	-0.012521019267540782	0.012707134325911812
Bradyrhizobium icense	0.019398703833708987	-0.012521019267540782	0.012707134325911812
Bradyrhizobium lablabi	0.019398703833708987	-0.012521019267540782	0.012707134325911812
Bradyrhizobium canariense	0.019398703833708987	-0.012521019267540782	0.012707134325911812
Bradyrhizobium paxllaeri	0.019398703833708987	-0.012521019267540782	0.012707134325911812
Bradyrhizobium guangdongense	0.019398703833708987	-0.012521019267540782	0.012707134325911812
Bradyrhizobium zhanjiangense	0.019398703833708987	-0.012521019267540782	0.012707134325911812
Bradyrhizobium genosp. L	0.019398703833708987	-0.012521019267540782	0.012707134325911812
Bradyrhizobium genosp. B	0.019398703833708987	-0.012521019267540782	0.012707134325911812
Bradyrhizobium oligotrophicum	0.019398703833708987	-0.012521019267540782	0.012707134325911812
Afipia sp. GAS231	0.019398703833708987	-0.012521019267540782	0.012707134325911812
Rhizobium rhizoryzae	0.019398703833708987	-0.012521019267540782	0.012707134325911812
