species	PC1	PC2
Bacteroides heparinolyticus	0.056684305819267866	-0.010545389100591275
Anaerococcus prevotii	0.05650581133644548	0.015444563030894799
Histophilus somni	0.056061796899424525	-0.041932273153150394
Streptococcus salivarius	-0.055903352831958845	0.02289351629152933
Mycoplasma orale	-0.055848147097809324	-0.0324541421175165
Haemophilus parainfluenzae	-0.055830546612246186	-0.019200091631664917
Streptococcus cristatus	-0.05573923013757799	0.02653540311911154
Olsenella uli	0.05530163395307107	0.020363674239041014
Helicobacter pylori	0.05478797551585139	-0.013497259886859292
Eikenella corrodens	-0.0547311626507423	-0.010787366734937237
Clostridium kluyveri	0.05459969657740131	-0.049756159265584604
Parabacteroides distasonis	0.054256259270335956	-0.029378161306471175
Bifidobacterium scardovii	0.05392434069891931	-0.011386900407038892
Desulfosporosinus youngiae	0.0538639864971235	-0.05423669990484428
Tessaracoccus flavus	-0.05286079404176392	-0.030371324834855162
Corynebacterium argentoratense	-0.05273622075886903	-0.023274936364074603
Neisseria shayeganii	-0.05266038558770187	-0.030328764808606155
Finegoldia magna	0.052636099289058984	-0.002180870683259409
Neisseria canis	-0.05257017500936999	-0.03016526389955383
Bacteroides sp. HF-5287	0.05220359190755161	-0.024723285119453944
Clostridium sp. AWRP	0.05214856454535221	-0.022939200840445113
Treponema sp. RCC2812	0.05204663416729851	-0.006782641737359667
Tessaracoccus flavescens	-0.05201287875952661	-0.02970846115564423
Neisseria wadsworthii	-0.0515792331859618	-0.02933623499118718
Porphyromonas asaccharolytica	-0.05142083817110884	-0.01168920268756425
Mycoplasma salivarium	-0.05123429767529563	-0.028520557625406496
Xylanimonas allomyrinae	-0.05118862889859129	-0.043498842742100564
Nonomuraea nitratireducens	0.051089737660894814	-0.03458969578865952
Streptococcus vestibularis	-0.050821081626403725	0.015920717993405668
Tissierellia sp. JN-28	0.05071915243419731	-0.020801775531165207
Capnocytophaga sp. oral taxon 902	-0.050581278965993945	-0.07370644625197884
Microbacterium oleivorans	0.05050029290783756	-0.05658103727090449
Streptococcus gordonii	-0.05042443008597051	0.006470890807957936
Campylobacter curvus	0.049489800269104586	-0.05975709340554963
Rothia sp. ZJ932	-0.04926309762284092	-0.05696781477043038
Capnocytophaga sp. oral taxon 323	-0.04917827855574387	-0.07325464886738337
Microbacterium oxydans	-0.049069214300744145	-0.026745650096216107
Kocuria flava	-0.048978782368091923	-0.0268618594830966
Cutibacterium acnes	-0.048911863329068606	-0.04136797425457562
Acetivibrio clariflavus	0.04886525663122659	-0.026516331812175803
Clostridium sp. DL-VIII	0.04844867753252211	-0.021984225877013586
Veillonella parvula	0.04747231060235495	0.016181112483348994
Capnocytophaga haemolytica	-0.04742558941593919	-0.056572747436288526
Corynebacterium vitaeruminis	-0.04727676081209423	-0.025825252115604668
Candidatus Nanosynbacter lyticus	-0.04710321230187683	-0.08880245278821976
Micrococcus luteus	-0.046581771819483114	-0.02519819650725687
Enterobacter cloacae	0.0463492490087181	-0.006161708003356499
Kocuria turfanensis	-0.04632059632064859	-0.02469979844852402
Hungatella hathewayi	0.04627379996793056	-0.04361305473174784
Arthrobacter crystallopoietes	-0.046064901066681374	-0.024714083067715362
Actinobaculum sp. 313	-0.045536857696118774	-0.05652561378373774
Enterocloster bolteae	0.044139433667685274	-0.017463969576349908
Cohnella candidum	0.044078093383214424	-0.027690815065530183
Cryptobacterium curtum	0.04390945248424409	0.010675093908737554
Diaphorobacter aerolatus	0.04351794248119622	-0.04366387614120772
Porphyromonas cangingivalis	-0.04262509214318907	0.014227358531489504
Pseudopropionibacterium propionicum	-0.04173654121469688	-0.07078704987652587
Flaviflexus salsibiostraticola	-0.040710788873673735	-0.045061885380689455
Catenulispora acidiphila	0.04003726633338055	-0.03714908810623702
Pseudobutyrivibrio xylanivorans	0.03970231978195648	-0.01446455761095217
Flaviflexus sp. dk850	-0.03921010294181766	-0.0497569555212121
Blautia producta	0.039200960691115484	-0.03135925047077224
Treponema medium	-0.03906922144517628	-0.09972861404885996
Prevotella copri	0.03779292100099875	-0.014602851723388044
Bacteroides intestinalis	0.03681345732415349	0.007957166160697953
Arthrobacter alpinus	-0.03672726357724489	-0.0472547629411883
Actinomyces sp. oral taxon 897	-0.036533543403969734	-0.03566546019877171
Clostridium aceticum	0.03628593626688358	-0.009811530760618564
Prevotella enoeca	0.03619818646159828	-0.010921547245594002
Bacteroides zoogleoformans	0.03571307860562746	0.0034743776274307695
Bacteroides sp. CBA7301	0.03561857674084088	0.029005388546629672
Paenibacillus cellulosilyticus	0.0351926131144034	-0.03632184328626397
Bacteroides coprosuis	0.035165370670972924	0.0039393778501920764
Leptotrichia hongkongensis	-0.035161023561016434	-0.01619030615638201
Bacteroides cellulosilyticus	0.03514047228134835	0.008158474113192201
Aggregatibacter segnis	-0.03511621331572784	-0.05083830213202935
Alcaligenes faecalis	0.03495842893352708	-0.005752238580469419
Enterococcus durans	0.03486936068193212	0.038201915673364256
Desulfovibrio piger	0.034680981329410505	0.023298802509062005
Streptomyces venezuelae	0.0341985094523449	-0.07482964559066012
Prevotella dentalis	0.03389982317955856	0.019721381281109184
Bacillus sp. V3	0.0329270077970955	0.002483309632180458
Streptococcus phage EJ-1	-0.0329002233115703	-0.01567924198743433
Lactobacillus jensenii	-0.03289963613628026	-0.006280500229518362
Barnesiella viscericola	-0.03266947271185788	0.001550568630175874
Streptococcus anginosus	0.03230955070880637	-0.019715452143238634
Haemophilus parahaemolyticus	-0.0322999017398539	-0.038732187214049765
Bacteroides eggerthii	0.03213727942895553	-0.03211818865126824
Simonsiella muelleri	-0.03182768684692033	-0.013677242677086905
Parvimonas micra	0.03181038694220257	-0.029520007658559944
Sanguibacter keddieii	-0.031675861670871504	-0.014737957587079074
Streptococcus constellatus	0.031562440714494454	-0.01626758098419553
Lactobacillus acidophilus	0.03137269586037524	-0.011549061309087436
Georgenia faecalis	-0.031166521111391038	-0.014866700439922716
Epidermidibacterium keratini	0.03109953251020125	-0.00990459922152205
Paludibacter propionicigenes	0.030806271897607835	-0.0244855681848945
Desulfosporosinus orientis	0.030689651875990952	-0.02815475945315128
Parabacteroides goldsteinii	-0.030550307707741545	-0.018921878432988183
Leptotrichia hofstadii	-0.03043026942711014	-0.012259066058012783
Paenibacillus lycopersici	0.030402449249893854	-0.03243400889993776
Haloactinobacterium sp. HY164	0.03020932292668975	-0.025974870447740543
Treponema denticola	-0.030136011908893798	-0.061408883818412856
Geosporobacter ferrireducens	0.03011150255089217	-0.024776847890228857
Brevibacterium linens	0.03004851943495019	-0.023958371876667956
Kocuria sp. TGY1127_2	-0.029499456069662207	-0.009124035022838525
Epilithonimonas vandammei	0.02807408951638693	-0.024502368457128457
Treponema putidum	-0.027730838599052714	-0.025057336121348698
Treponema sp. OMZ 838	0.027272616987025242	-0.06350941842766875
Actinomyces sp. 432	0.027131562936780377	-0.08313297851307656
Bacteroides thetaiotaomicron	0.026938790898946092	-0.019345675540206473
Mogibacterium diversum	0.026937242196132492	-0.0012776882121825369
Sodaliphilus pleomorphus	0.026880369930422216	-0.021861056343195292
Actinomyces sp. Chiba101	0.026878945408133355	-0.07773382671202622
Prevotella denticola	0.026831589375786405	0.011322984541230527
Azoarcus communis	0.02670389304490911	-0.025383206250309792
Fusobacterium hwasookii	-0.026309410636665427	0.07852251483477032
Actinomyces naeslundii	-0.026265444375501754	-0.08880044812609024
Prevotella fusca	0.02607541013733409	0.0197316961080904
Gordonia insulae	0.02587861999903635	-0.01591722098506238
Campylobacter gracilis	0.025559103356175752	-0.1380532172384326
Ferrovibrio terrae	0.025318526929503014	-0.015924805725305944
Fusobacterium nucleatum	0.025227240286222235	0.03164546586004197
Spirochaeta thermophila	0.025149417713957595	-0.019298620039570436
Bacillus infantis	0.025100511706331662	-0.006392458162715803
Alistipes onderdonkii	-0.025037407518916432	-0.010465513437814463
Tannerella sp. oral taxon HOT-286	-0.025022230469326442	-0.03336399495733134
Georgenia sp. Z443	-0.024636697686246566	-0.06962960660939742
Clostridium tyrobutyricum	0.02457270202672029	-0.005872960395806345
Capnocytophaga ochracea	-0.02421852364155565	-0.07299809216788933
Propionibacterium australiense	-0.02421821079009947	-0.08196431156603
Arthrobacter sp. QXT-31	-0.024088137531345477	-0.05624951026917438
Clostridium cochlearium	0.024014014183955493	0.012238467943132266
Streptococcus sobrinus	-0.02387028340516642	0.007187993084653519
Leptotrichia sp. oral taxon 212	-0.02324527143644528	0.007515957430012861
Enterococcus casseliflavus	0.023092204209138524	0.011656447289117293
Bacteroides uniformis	0.022905492485107173	-0.028308855556411976
Duncaniella dubosii	-0.022806838257216095	-1.5983617481976034e-4
Faecalibacillus intestinalis	0.022770444827081786	-0.01816918298168982
Dolosigranulum pigrum	-0.022545650580982755	-0.03106089300937132
Alistipes indistinctus	0.0224493804967592	-0.017385827901213666
Lactobacillus crispatus	0.02223992759675798	-0.009180059130843972
Actinomyces sp. HMT897	-0.02208839112402336	-0.07137422734266118
Clostridium argentinense	0.021989612058567344	-0.01288879824490526
Bacillus glycinifermentans	0.02195457012759328	-0.01841868296507457
Campylobacter concisus	-0.021785094737021594	-0.12610098551674398
Gottschalkia acidurici	0.021644945197950412	0.02550602167167076
Luteimicrobium xylanilyticum	0.0215741624781371	-0.05755393058902907
Beutenbergia cavernae	0.02074395792147462	-0.025484231625442767
Prevotella intermedia	0.020717174902242196	-6.826353501796133e-4
Paenibacillus sp. 32O-W	0.0206564160630941	-0.009146866400087474
Actinomyces sp. oral taxon 414	-0.020533267003014066	-0.11485114550752798
Leptotrichia buccalis	-0.020419989318429976	-0.034484179202900755
Neptunomonas phycophila	0.020341051280585023	-0.006422984595287843
Prevotella scopos	0.020301416499396284	0.020783547637624522
Methylobacterium mesophilicum	0.020191004837962177	-0.010111386557838985
Schaalia sp. ZJ405	-0.020110168567215144	-0.07534576013514586
Gemella sp. oral taxon 928	0.02005850163670405	0.001809955144173059
Kroppenstedtia eburnea	0.019960699335654735	-0.0064752083934487
Curtobacterium flaccumfaciens	0.019914361722755205	-0.012978101695194416
Aggregatibacter actinomycetemcomitans	-0.01988981015244683	0.0030796875754754405
Thermaerobacter sp. FW80	0.019881981927121112	-0.010455992278531358
Jonquetella anthropi	0.019730372300335017	-0.012694276729926806
Pseudonocardia sp. HH130630-07	0.019639329239094068	-0.006329187153632759
Tessaracoccus aquimaris	-0.019591779437191887	-0.05286131573986697
Mycobacterium sp. JS623	0.01947187099389677	-0.006675984703721784
Prevotella ruminicola	0.01940646955027978	-0.016565337824190576
Actinomyces weissii	0.019256171496240468	-0.07997991389797814
Trueperella pyogenes	0.018928443608456424	-0.1003350206523012
Actinomyces oris	-0.018777751025551577	-0.08812383088084247
Desulfonema magnum	0.01868569672677564	-0.00631185375320643
Phocaeicola coprophilus	0.018567475621516234	-0.0400599259173996
Clostridium taeniosporum	0.018505066774022565	0.025101049208945243
Fusobacterium sp. NSJ-57	0.01836068843769464	0.012460460746087278
Scardovia inopinata	-0.018094092882974047	-0.032959686943988625
Bacillus beveridgei	0.01764177139066621	-0.011802893351038193
Clostridium carboxidivorans	0.01759195667207551	-0.01863384645216342
Sporolactobacillus terrae	0.0174762309416835	0.01590648829625868
Actinomyces sp. oral taxon 171	-0.017193214788585383	-0.09593041645597346
Alistipes communis	0.017015346981457017	-0.023293170828198588
Treponema brennaborense	0.016729222607411352	-0.017819833736787947
Lactobacillus johnsonii	-0.01660518848864242	-0.006571523540600181
Pasteurella multocida	0.016534775084545175	-0.010592566028145615
Campylobacter hominis	0.016462436742545012	0.0024881470171445523
Alistipes finegoldii	-0.016309357626170154	-0.008956750095150116
Phycicoccus sp. HDW14	-0.015881887563072718	-0.00237140120413615
Chryseobacterium indologenes	0.015798115407847143	0.04068673076131856
Paraoerskovia marina	-0.015796868669858164	-0.002291508951871896
Corynebacterium aurimucosum	-0.015796868669858164	-0.002291508951871896
Propioniciclava sp. HDW11	-0.015790557136534312	0.01369914905322856
Microbacterium sp. XT11	-0.015620426237833386	-0.002125706002004404
Dehalobacterium formicoaceticum	0.01531401323693462	0.004488753337211117
Protaetiibacter intestinalis	-0.015272078529176262	-0.0017983636671015358
Butyricimonas faecalis	-0.015170786021587317	-0.0017031790997330497
Prevotella jejuni	0.015155352692488269	0.02022682110502258
Muribaculum gordoncarteri	0.015111276061926884	-0.043680112563169476
Corynebacterium testudinoris	-0.015031040493043688	-0.0015718602293375696
Pseudomonas moraviensis	-0.01499522177583742	-0.0015382013814906133
Caloranaerobacter azorensis	0.014955947663869776	0.016755937960553774
Fretibacterium fastidiosum	0.014934896207144617	-0.0885503257375323
Fictibacillus arsenicus	0.01491463839262592	-0.002794845529031235
Treponema parvum	-0.01481760719860747	-0.08881949463395182
Cellulomonas sp. Y8	-0.01477231945014881	-0.0013287400704704569
Microbacterium lemovicicum	0.014660368605490049	0.03698975136468574
Arthrobacter sp. FB24	-0.01465535470522628	-0.0012188283019910352
Ornithinimicrobium sp. HY006	-0.01465535470522628	-0.0012188283019910352
Corynebacterium striatum	-0.014615488593586088	-0.0011813661176749517
Micromonospora carbonacea	-0.014615488593586088	-0.0011813661176749517
Brevibacterium luteolum	-0.014451360705795236	-0.0010271351447793701
Cellulomonas sp. PSBB021	-0.014451360705795236	-0.0010271351447793701
Corynebacterium simulans	0.014438835466274587	-0.002422483706201754
Sorangium cellulosum	0.01442282398980727	-0.07559526769926538
Glutamicibacter halophytocola	-0.014416412779239949	0.001441248226725284
Leifsonia xyli	-0.014366341812580688	-9.47242892515117e-4
Arthrobacter sp. PM3	-0.014234844107354198	-8.236745015268588e-4
Brachybacterium ginsengisoli	-0.014189899380555903	-7.81439942647624e-4
Cellulomonas taurus	-0.014189899380555903	-7.81439942647624e-4
Mycetocola sp. JXN-3	-0.014144374705808387	-7.386604066920342e-4
Isoptericola variabilis	-0.014144374705808387	-7.386604066920342e-4
Draconibacterium orientale	-0.014144374705808387	-7.386604066920342e-4
Prevotella sp. oral taxon 299	-0.014039139457053575	0.01784534848484683
Desulfovibrio carbinoliphilus	0.013892481602881887	-2.050881408822409e-4
Kitasatospora sp. MMS16-BH015	0.01387952061481202	-1.981981369583898e-4
Tannerella forsythia	0.013580603124986134	-0.035168797747630584
Actinomyces marmotae	-0.013531564206010338	-0.09922861654344083
Nocardia asteroides	0.013494409993997245	-0.005824843918432251
Rhodococcus fascians	0.013487321537085775	2.2746751471520576e-4
Streptomyces sp. C8S0	0.013481133997362737	2.0181533888126546e-4
Pandoraea sp. XY-2	0.01341815320442803	-0.0023436744288099875
Crassaminicella sp. SY095	0.01333837151266577	-0.005821561061668504
Prevotella melaninogenica	0.013267706586536846	0.017816217805265613
Mycoplasma hominis	-0.013250692475315445	0.0035797289152109326
Gemella morbillorum	-0.013243664371480704	-0.004409408150392783
Actinomyces radicidentis	0.013040865648361124	-0.1093870655661404
Treponema sp. Marseille-Q4132	0.012657672779585563	-0.14136564625552595
Fusobacterium sp. oral taxon 203	0.01243078976886459	0.0817647292020286
Phocaeicola vulgatus	0.012386676104993317	-0.013386085075688073
Streptococcus mutans	-0.012383321280227047	-0.011101785267102414
Lactobacillus iners	0.012295278656249032	-0.01541224123143626
Veillonella dispar	0.011950148484996077	0.026326900012419458
Porphyromonas crevioricanis	0.01183380002189003	-0.03457362162473135
Porphyromonas gingivalis	0.011691655925282792	-0.01355967257744049
Campylobacter rectus	-0.011595968336424282	-0.11351636678246202
Desulfurivibrio alkaliphilus	0.011398643561873523	0.010093538936119108
Campylobacter ureolyticus	0.01139543053903296	0.00875001730324025
Capnocytophaga sp. oral taxon 864	-0.010594209241062028	-0.05816863618587801
Ornithinimicrobium flavum	-0.01059149410279909	0.006383038412230495
Bacteroides helcogenes	0.010572217171384091	-0.02586096602501465
Actinomyces procaprae	-0.010471980637505866	-0.10527973528548167
Microterricola viridarii	0.010311253641157314	-0.0357755304763819
Alistipes shahii	0.01006401760218976	-0.022117155532658053
Pedobacter roseus	0.009649047963841395	0.028488684973536106
Propionibacterium acidifaciens	-0.009645628168522364	-0.09301735475489113
Gordonia sp. HY186	0.009592122189426198	0.028381674492572357
Actinomyces gaoshouyii	-0.009589716816870647	-0.10069408394990578
Filifactor alocis	0.009558337779061545	-0.003814242807155737
Fibrobacter succinogenes	0.009526330257490726	-0.041338900931640325
Cellulomonas flavigena	-0.009409699758362911	-0.012687919331324677
Treponema pedis	0.009321049512046252	-0.05080689213616603
Microbacterium sp. Y-01	0.009176671072503613	0.0276576574865607
Pauljensenia hongkongensis	-0.009078456466780743	-0.04883736285334276
Actinomyces wuliandei	-0.008981190048099087	-0.10528458585482162
Glaesserella parasuis	0.008935609462171621	-0.0038400210662430617
Alistipes megaguti	-0.008722897009740436	-0.017809550667909815
Actinomyces sp. Z16	-0.008562329235770499	-0.10228466116193935
Treponema socranskii	0.008417484300336323	-0.16978636586796045
Lactobacillus gasseri	0.008353270806378071	0.04227283051854525
Veillonella atypica	0.00830997797472321	0.05795804161741528
Muribaculum intestinale	-0.008171799371116383	-0.0012980811559023277
Corynebacterium tuberculostearicum	-0.007973663011411208	-0.05022690416471015
Sinomonas sp. R1AF57	0.007964149040329287	0.0100567947944678
Humisphaera borealis	0.00792595532603301	0.010077098404034396
Bradyrhizobium diazoefficiens	0.007776493061154135	0.010156551882884312
Thermobacillus composti	0.007718028641242797	0.010187631309886591
Lysinimonas sp. KACC 19322	0.007718028641242797	0.010187631309886591
Streptomyces buecherae	0.007703031861206598	0.010195603531814236
Nocardia otitidiscaviarum	0.00768787638213903	0.010203660117444939
Corynebacterium urealyticum	0.007641423248139624	0.010228354397989433
Mycobacteroides immunogenum	0.0076255979003006435	0.010236767082895793
Streptomyces sp. Z022	0.0076095957292739375	0.010245273766226559
Sphingomonas sp. PAMC26645	0.007593412738929121	0.010253876572306957
Curtobacterium sp. BH-2-1-1	0.007586503852300312	0.0032557923108689772
Usitatibacter rugosus	0.007577044796119767	0.01026257769829935
Kocuria varians	0.007526787730515802	0.010289294132057796
Sulfuriferula plumbiphila	0.007509635676322412	0.010298412088193357
Tumebacillus algifaecis	0.007492275713381161	0.010307640567699578
Actinoalloteichus hymeniacidonis	0.007474702739447146	0.010316982282907278
Koleobacter methoxysyntrophicus	0.007427403089154073	0.0035142818660426293
Bosea sp. AS-1	0.0074021718282021275	0.010355539394478162
Paenibacillus sp. BIHB4019	0.00738513579740718	0.006983527813475618
Mesorhizobium sp. 8	0.007384784232625135	0.0035835243325671256
Herbaspirillum seropedicae	0.007383450262172575	0.010365491696162953
Hoyosella subflava	0.007383450262172575	0.010365491696162953
Sphingopyxis sp. PAMC25046	0.007373487612825115	0.0041341018374053354
Agromyces flavus	0.007373487612825115	0.0041341018374053354
Geobacter sp. Jerry-YX	0.0073644807211779555	0.01037557582024223
Corynebacterium xerosis	0.0073644807211779555	0.01037557582024223
Rhodococcus koreensis	0.0073644807211779555	0.01037557582024223
Streptomyces mobaraensis	0.0073452565478762995	0.010385795305729542
Kocuria rhizophila	0.007325515412711053	0.00420791873707462
Bradyrhizobium symbiodeficiens	0.007292583862225996	0.0042585919384773045
Propionibacterium freudenreichii	0.007273724781265463	-0.08460231812484952
Actinomyces lilanjuaniae	-0.007272655016472861	-0.10430491891697215
Pseudomonas arsenicoxydans	0.007258849024494587	0.004310501192717434
Microbacterium testaceum	0.007170726244424918	0.004446099526742453
Corynebacterium deserti	0.007133842464548486	0.004502854194489387
Kiritimatiella glycovorans	0.007133842464548486	0.004502854194489387
Kutzneria albida	0.007115025034443137	0.004531809388264481
Treponema azotonutricium	0.007114064550427443	0.0072753552893691535
Paracoccus pantotrophus	0.00701346124508067	0.00361161141835784
Capnocytophaga stomatis	0.007001606515764404	0.003632040816069926
Streptococcus intermedius	0.006871100099303566	-0.019796186532927668
Isoptericola dokdonensis	0.00678741011022859	0.002877038934989437
Corynebacterium diphtheriae	0.006685094891895454	0.0030738752156817387
Acidipropionibacterium acidipropionici	-0.006430949025994918	-0.06708806885613702
Actinomyces israelii	-0.006087055742881448	-0.09635873813686609
Variovorax paradoxus	-0.005980494791816744	-0.0042867296215593955
Corynebacterium humireducens	0.005478463869833484	0.021741013570177797
Frankia sp. EAN1pec	0.005475221978126895	-0.0258335733733517
Fibrella aestuarina	0.005468077140174415	0.021721488338454973
Rhodococcus coprophilus	0.005457575637699067	0.021701747353948857
Actinomyces howellii	-0.0053762570538247205	-0.1114818533928351
Bradyrhizobium canariense	0.005369104705483276	0.02153543750388562
Campylobacter sp. CCUG 57310	0.005331209654942373	0.0016735897416908416
Bordetella sp. N	0.005284301550404852	0.02137602243214678
Bradyrhizobium sp. CCBAU 53421	0.005271544629952426	0.021352041657054045
Shewanella sp. Scap07	0.005271544629952426	0.021352041657054045
Cellulomonas fimi	0.005259560244571452	0.001880572635147924
Glaciecola amylolytica	0.005258614140637483	0.02132773460291374
Corynebacterium macginleyi	0.005227049549754531	0.0019744904726663507
Croceimicrobium hydrocarbonivorans	0.005218732360195387	0.021252763844050226
Actinoplanes teichomyceticus	0.005170160342064745	0.0021388336647897104
Botrimarina mediterranea	0.0051628117432552245	0.021147642883008716
Bifidobacterium pullorum	0.00514637662277472	0.0022075407624522845
Mycolicibacterium vaccae	0.005118600222731855	0.02106453297148009
Prosthecochloris sp. CIB 2401	0.005118600222731855	0.02106453297148009
